id,eventname,EventLongName,EventShortName,LocalisedEventLongName,countrycode,seriesid,EventLocation,Latitude,Longitude
2523,brecklandleisurecentre-juniors,Breckland Leisure Centre junior parkrun,Breckland Leisure Centre juniors,Breckland Leisure Centre junior parkrun,97,2,Breckland Leisure Centre Leisure,52.421826,0.747829
2524,bailey-juniors,Bailey junior parkrun,Bailey juniors,Bailey junior parkrun,97,2,Bailey Park,51.826629,-3.016796
2525,speyerleinpfad,Speyer Leinpfad parkrun,Speyer Leinpfad,,32,1,Speyer Leinpfad,49.31512,8.452175
2526,noginskgorodskoypark,parkrun Noginsk Gorodskoy Park,Noginsk Gorodskoy Park,parkrun Ногинск Городской парк,79,1,Ногинск Городской парк,55.848946,38.428845
2527,campaspe,Campaspe parkrun,Campaspe,,3,1,Campaspe Park,-37.354683,144.531445
2529,capepembrokelighthouse,Cape Pembroke Lighthouse parkrun,Cape Pembroke Lighthouse,,97,1,Cape Pembroke Lighthouse,-51.683211,-57.757716
2530,ohioanderiecanalreservation,Ohio and Erie Canal Reservation parkrun,Ohio and Erie Canal Reservation,,98,1,Ohio and Erie Canal Reservation,41.431816,-81.662319
2531,goldfieldsreservoir,Goldfields Reservoir parkrun,Goldfields Reservoir,,3,1,Goldfields Reservoir,-37.065018,143.731855
2532,tremorfa,Tremorfa parkrun,Tremorfa,,97,1,Tremorfa Park,51.486237,-3.132727
2533,outeniquasbosch,Outeniquasbosch parkrun,Outeniquasbosch,,85,1,Outeniquasbosch Wildlife Village,-34.099737,22.098418
2534,bearcreekgreenbelt,Bear Creek Greenbelt parkrun,Bear Creek Greenbelt,,98,1,Bear Creek Greenbelt,32.927592,-97.230411
2535,thirdcreekgreenway,Third Creek Greenway parkrun,Third Creek Greenway,,98,1,Third Creek Greenway,35.955352,-83.951128
2536,arklowduckpond-juniors,Arklow Duck Pond junior parkrun,Arklow Duck Pond juniors,Arklow Duck Pond junior parkrun,42,2,Arklow Duck Pond,52.801015,-6.142088
2537,wyndham-juniors,Wyndham junior parkrun,Wyndham juniors,Wyndham junior parkrun,97,2,Wyndham Park,52.918182,-0.638312
2538,oriam,Oriam parkrun,Oriam,,97,1,"Oriam, Heriot Watt University",55.909754,-3.31715
2539,oaklands,Oaklands parkrun,Oaklands,,97,1,Oaklands Recreation Ground,52.466391,-1.818013
2540,benallabotanicalgardens,Benalla Botanical Gardens parkrun,Benalla Botanical Gardens,,3,1,Benalla Botanical Gardens,-36.553856,145.977439
2541,aurora,Aurora parkrun,Aurora,,3,1,Aurora Town Centre Park,-37.622365,145.00465
2542,eastpark,East Park parkrun,East Park,,97,1,East Park,52.579042,-2.101975
2543,landsend,Land’s End parkrun,Land’s End,,97,1,Land’s End,50.066127,-5.714096
2544,sohamvillagecollege,Soham Village College parkrun,Soham Village College,,97,1,Soham Village College,52.329737,0.338064
2546,hironokaigankoen,Hirono kaigankoen parkrun,Hirono kaigankoen,広野海岸公園 parkrun,46,1,,34.924996,138.378513
2547,lichtenburgraceway,Lichtenburg Raceway parkrun,Lichtenburg Raceway,,85,1,Lichtenburg Raceway,-26.1517,26.187442
2548,cloughhall-juniors,Clough Hall junior parkrun,Clough Hall juniors,Clough Hall junior parkrun,97,2,Clough Hall Park,53.083194,-2.249699
2549,wicksteed-juniors,Wicksteed junior parkrun,Wicksteed juniors,Wicksteed junior parkrun,97,2,Wicksteed Park,52.384064,-0.710759
2551,sevenfields,Seven Fields parkrun,Seven Fields,,97,1,Seven Fields Nature Reserve and Penhill Sports Fie,51.586619,-1.781711
2552,alexandra,"Alexandra parkrun, Moss Side",Alexandra,,97,1,Alexandra Park,53.450142,-2.248827
2553,kinggeorgev-juniors,King George V junior parkrun,King George V juniors,King George V junior parkrun,97,2,King George V Park,51.37731,-2.136166
2554,mundyregional,Mundy Regional parkrun,Mundy Regional,,3,1,Mundy Regional Park,-31.96618,116.035959
2555,brixworthcountry,Brixworth Country parkrun,Brixworth Country,,97,1,Brixworth Country Park,52.318576,-0.895675
2556,strezhevoygorodskoypark,parkrun Strezhevoy Gorodskoy Park,Strezhevoy Gorodskoy Park,parkrun Стрежевой Городской парк,79,1,Стрежевой Городской парк,60.724245,77.603575
2558,agnew,Agnew parkrun,Agnew,,97,1,Agnew Park,54.908188,-5.0349
2559,conwynaturereserve-juniors,Conwy Nature Reserve junior parkrun,Conwy Nature Reserve juniors,Conwy Nature Reserve junior parkrun,97,2,Conwy Nature Reserve,53.279512,-3.809626
2560,suttonmanor,Sutton Manor parkrun,Sutton Manor,,97,1,Sutton Manor Colliery,53.411392,-2.726901
2561,dixton-juniors,"Dixton junior parkrun, Monmouth",Dixton juniors,,97,2,Monmouth Leisure Centre,51.815864,-2.707755
2562,gruenerweg,Grüner Weg parkrun,Grüner Weg,,32,1,Uraca Parkplatz,48.466077,9.422082
2564,bedokreservoir,Bedok Reservoir parkrun,Bedok Reservoir,,82,1,Bedok Reservoir Park,1.341364,103.920167
2565,nagaragawakoen,Nagaragawa koen parkrun,Nagaragawa koen,長良川公園parkrun,46,1,,35.440942,136.771641
2566,omeya,Omeya parkrun,Omeya,,85,1,Omeya Estate,-22.851906,17.112201
2568,steynsrusshowground,Steynsrus Showground parkrun,Steynsrus Showground,,85,1,Steynsrus Showground,-27.957312,27.56611
2569,novaprestatyn,Nova Prestatyn parkrun,Nova Prestatyn,,97,1,Nova Centre,53.342126,-3.414183
2570,chippingnortonschool,Chipping Norton School parkrun,Chipping Norton School,,97,1,Chipping Norton School,51.93812,-1.54029
2571,levengrove,Levengrove parkrun,Levengrove,,97,1,"Levengrove Park,",55.940721,-4.57567
2572,bostonroadrec-juniors,Boston Road Rec junior parkrun,Boston Road Rec juniors,,97,2,Boston Road Recreation Ground,52.997065,-0.40055
2573,fulbournhospital,Fulbourn Hospital parkrun,Fulbourn Hospital,,97,1,Fulbourn Hospital,52.184131,0.186094
2574,batterypark-juniors,Battery Park junior parkrun,Battery Park juniors,,97,2,Battery Park,55.961198,-4.800003
2575,cosmestonlakes,Cosmeston Lakes parkrun,Cosmeston Lakes,,97,1,Cosmeston Lakes Country Park,51.418047,-3.185615
2576,odakaryokuchi,Odakaryokuchi parkrun,Odakaryokuchi,大高緑地 parkrun,46,1,,35.064482,136.957196
2577,memorialnypark,parkrun Memorialny Park,Memorialny Park,parkrun Мемориальный парк,79,1,Мемориальный парк,52.965778,36.070111
2578,sandhurstmemorial,Sandhurst Memorial parkrun,Sandhurst Memorial,,97,1,Sandhurst Memorial Park,51.343825,-0.791694
2579,florencepark-juniors,Florence Park junior parkrun,Florence Park juniors,,97,2,Florence Park,51.737483,-1.223801
2581,whitelandsfarm-juniors,Whitelands Farm junior parkrun,Whitelands Farm juniors,,97,2,Whitelands Farm Sports Ground,51.89042,-1.176072
2582,oberwald,Oberwald parkrun,Oberwald,,32,1,Oberwald Karlsruhe,48.984061,8.407876
2583,zalewzyrardowski,parkrun Zalew Żyrardowski,Zalew Żyrardowski,parkrun Zalew Żyrardowski,74,1,Zalew Żyrardowski,52.037199,20.450379
2584,meijokoen,Meijo koen parkrun,Meijo koen,名城公園 parkrun,46,1,,35.18735,136.903707
2585,consmith,Con Smith parkrun,Con Smith,,42,1,Con Smith Park,54.00096,-7.356701
2586,wallabytrack,Wallaby Track parkrun,Wallaby Track,,3,1,Wallaby Track,-37.552061,143.898319
2587,rogiet-juniors,Rogiet junior parkrun,Rogiet juniors,,97,2,Rogiet Countryside Park,51.583509,-2.783555
2588,skegnessboatinglake,Skegness Boating Lake parkrun,Skegness Boating Lake,,97,1,Skegness Boating Lake,53.140697,0.345527
2589,wollatonhall,Wollaton Hall parkrun,Wollaton Hall,,97,1,Wollaton Hall and Deer Park,52.951893,-1.211018
2590,mendelriverbank,Mendel Riverbank parkrun,Mendel Riverbank,,14,1,Meewasin Trail,52.134511,-106.648378
2591,matlosanabird,Matlosana Bird parkrun,Matlosana Bird,,85,1,Matlosana Park,-26.844873,26.663535
2593,boevadacha,parkrun Boeva Dacha,Boeva Dacha,parkrun Боева Дача,79,1,парк Боева Дача,51.742339,36.20914
2595,northlands-juniors,Northlands junior parkrun,Northlands juniors,,97,2,Northlands Park,51.57779,0.498314
2596,lewscastle,Lews Castle parkrun,Lews Castle,,97,1,Lews Castle Grounds,58.207899,-6.396894
2597,brumbywoodrecground-juniors,Brumby Wood Rec Ground junior parkrun,Brumby Wood Rec Ground juniors,,97,2,Brumby Wood Rec Ground,53.581186,-0.664778
2598,berkeleygreen,Berkeley Green parkrun,Berkeley Green,,97,1,Berkeley Green,51.690962,-2.497513
2599,coedcefnpwlldu,Coed Cefn-pwll-du parkrun,Coed Cefn-pwll-du,,97,1,Coed Cefn-pwll-du,51.591855,-3.140954
2600,wallaceneuk,Wallaceneuk parkrun,Wallaceneuk,,97,1,Wallaceneuk,55.585864,-2.448162
2601,worthingleisurecentre-juniors,Worthing Leisure Centre junior parkrun,Worthing Leisure Centre juniors,,97,2,Worthing Leisure Centre,50.815979,-0.407252
2603,stadspark,Stadspark parkrun,Stadspark,,64,1,,53.203176,6.540406
2604,kralingsebos,Kralingse Bos parkrun,Kralingse Bos,,64,1,,51.934845,4.523562
2605,kerangregional,Kerang Regional parkrun,Kerang Regional,,3,1,Kerang Regional Park,-35.730934,143.908707
2607,doddingtonhall,Doddington Hall parkrun,Doddington Hall,,97,1,Doddington Hall,53.222149,-0.650558
2608,gubernskypark,parkrun Gubernsky Park,Gubernsky Park,parkrun Губернский парк,79,1, Губернский парк,54.484149,36.200927
2609,gardenhurstestate-juniors,Gardenhurst Estate junior parkrun,Gardenhurst Estate juniors,,97,2,Gardenhurst Estate Park,53.13934,-2.668462
2610,derbypark-juniors,Derby Park junior parkrun,Derby Park juniors,,97,2,Derby Park,53.45145,-2.979622
2611,beacon,Beacon parkrun,Beacon,,97,1,Beacon Park,52.685891,-1.83863
2612,wordenpark-juniors,Worden Park junior parkrun,Worden Park juniors,,97,2,Worden Park,53.682484,-2.699443
2613,bowlingpark,Bowling Park parkrun,Bowling Park,,97,1,Bowling Park,53.778303,-1.739889
2614,suttonlawn-juniors,Sutton Lawn junior parkrun,Sutton Lawn juniors,,97,2,Sutton Lawn,53.124273,-1.253116
2615,greatyarmouthnorthbeach,Great Yarmouth North Beach parkrun,Great Yarmouth North Beach,,97,1,Great Yarmouth North Beach,52.613141,1.73892
2617,gloucesterdistrict,Gloucester District parkrun,Gloucester District,,3,1,Gloucester District Park,-32.00456,151.953594
2618,drumpellier-juniors,Drumpellier junior parkrun,Drumpellier juniors,,97,2,Drumpellier Park,55.872855,-4.068698
2619,amsterdamsebos,Amsterdamse Bos parkrun,Amsterdamse Bos,,64,1,,52.325634,4.855931
2620,rothaypark,Rothay Park parkrun,Rothay Park,,97,1,Rothay Park,54.431563,-2.969788
2621,edinburghoval,Edinburgh Oval parkrun,Edinburgh Oval,,3,1,Edinburgh Oval Park,-32.003668,115.891775
2622,lobnyagorodskoypark,parkrun Lobnya Gorodskoy Park,Lobnya Gorodskoy Park,parkrun Лобня Городской парк,79,1,Лобня Городской парк,56.012812,37.473187
2623,mikhalkovo,parkrun Mikhalkovo,Mikhalkovo,parkrun Михалково,79,1,парк Михалково,55.843719,37.516676
2624,borrisokanetown,Borrisokane Town parkrun,Borrisokane Town,,42,1,Borrisokane Town Park,52.998198,-8.132919
2625,bolberrydown,Bolberry Down parkrun,Bolberry Down,,97,1,Bolberry Down,50.23197,-3.842329
2626,caledonian-juniors,Caledonian junior parkrun,Caledonian juniors,,97,2,Caledonian Park,51.545794,-0.124279
2627,millenniumgreen-juniors,Millennium Green junior parkrun,Millennium Green juniors,,97,2,Millennium Green,51.681029,-1.408248
2628,warringalparklands,Warringal Parklands parkrun,Warringal Parklands,,3,1,Warringal Parklands,-37.755246,145.074478
2629,rockfield-juniors,Rockfield junior parkrun,Rockfield juniors,,42,2,Rockfield Park,53.381883,-6.221602
2631,dandenong,Dandenong parkrun,Dandenong,,3,1,Dandenong Park,-37.991139,145.215644
2632,kurtschumacherpromenade,Kurt-Schumacher-Promenade parkrun,Kurt-Schumacher-Promenade,,32,1,Kurt-Schumacher-Promenade,49.778058,9.931715
2633,thewoodlandswaterway,The Woodlands Waterway parkrun,The Woodlands Waterway,,98,1,The Woodlands Waterway,30.159698,-95.45839
2634,gorodskoyparksemya,parkrun Gorodskoy Park Semya,Gorodskoy Park Semya,parkrun Городской парк Семья,79,1,"парк “Семья”,",55.643956,51.81936
2635,wickfordmemorial,Wickford Memorial parkrun,Wickford Memorial,,97,1,Wickford Memorial Park,51.619452,0.535186
2637,victoriatruro,"Victoria parkrun, Truro","Victoria, Truro",,14,1,Victoria Park,45.354629,-63.26159
2638,moussette,Moussette parkrun,Moussette,,14,1,parc Moussette,45.407485,-75.771231
2639,swanseaprom-juniors,Swansea Prom junior parkrun,Swansea Prom juniors,,97,2,Swansea Prom,51.611368,-3.965801
2640,itchenvalleycountry,Itchen Valley Country parkrun,Itchen Valley Country,,97,1,Itchen Valley Country Park,50.944849,-1.341722
2641,crawfordsburncountry,Crawfordsburn Country parkrun,Crawfordsburn Country,,97,1,Crawfordsburn Country Park,54.666682,-5.729434
2642,chalkwellbeach,Chalkwell Beach parkrun,Chalkwell Beach,,97,1,Chalkwell Beach,51.536925,0.676231
2643,maxima,Máxima parkrun,Máxima,,64,1,,52.095526,5.025433
2645,tapijn,Tapijn parkrun,Tapijn,,64,1,,50.843369,5.687415
2646,goffert,Goffert parkrun,Goffert,,64,1,,51.82902,5.833825
2647,hikarigaokakoen,Hikarigaoka koen parkrun,Hikarigaoka koen,光が丘公園parkrun,46,1,,35.764758,139.629926
2648,karpendonkseplas,Karpendonkse Plas parkrun,Karpendonkse Plas,,64,1,,51.451601,5.498621
2649,tzaneen,Tzaneen parkrun,Tzaneen,,85,1,Lushof 38,-23.814877,30.186946
2650,bellsinn,Bells Inn parkrun,Bells Inn,,85,1,Bells Inn,-26.325796,28.034152
2652,cherryorchard-juniors,Cherry Orchard junior parkrun,Cherry Orchard juniors,,42,2,Cherry Orchard Park,53.337009,-6.377058
2653,bendigobotanicgardens,Bendigo Botanic Gardens parkrun,Bendigo Botanic Gardens,,3,1,Bendigo Botanic Gardens,-36.725618,144.305636
2654,walcha,Walcha parkrun,Walcha,,3,1,Corner of Hill Street and Middle Street,-30.981818,151.597579
2655,peppertree,Peppertree parkrun,Peppertree,,3,1,Peppertree Park,-37.68168,144.432973
2656,rezerwatstrzelnica,parkrun Rezerwat Strzelnica,Rezerwat Strzelnica,parkrun Rezerwat Strzelnica,74,1,"Centrum Kultury Kaszubskiej ""Strzelnica""",54.130316,17.95747
2657,williamstownbreakwater,Williamstown Breakwater parkrun,Williamstown Breakwater,,3,1,Williamstown Beach SLSC,-37.868081,144.888787
2658,knockbrackenreservoir,Knockbracken Reservoir parkrun,Knockbracken Reservoir,,97,1,Knockbracken Reservoir,54.524392,-5.892928
2659,lahnwiesen,Lahnwiesen parkrun,Lahnwiesen,,32,1,Lahnwiesen,50.800726,8.767856
2660,kagerzoom,Kagerzoom parkrun,Kagerzoom,,64,1,,52.185181,4.501654
2661,norrekatts,Norre Katts parkrun,Norre Katts,,88,1,Norre Katts Park,56.677824,12.85961
2662,enfieldtown-juniors,Enfield Town junior parkrun,Enfield Town juniors,,97,2,Enfield Town Park,51.648422,-0.084363
2663,yoshkarolaalleyazdorovya,parkrun Yoshkar-Ola Alleya Zdorovya,Yoshkar-Ola Alleya Zdorovya,parkrun Йошкар-Ола Аллея Здоровья,79,1,г. Йошкар-Ола Аллея Здоровья,56.626675,47.908018
2664,parktalalikhina,parkrun Park Talalikhina,Park Talalikhina,parkrun парк Талалихина,79,1,ПКиО им. В.Талалихина,55.435256,37.558998
2665,outlookanddistrictregional,Outlook and District Regional parkrun,Outlook and District Regional,,14,1,Outlook and District Regional Park,51.489326,-107.069151
2666,dowdsfarm-juniors,Dowds Farm junior parkrun,Dowds Farm juniors,,97,2,Dowds Farm,50.931244,-1.304687
2667,westsmethwick-juniors,West Smethwick junior parkrun,West Smethwick juniors,,97,2,West Smethwick Park,52.496434,-1.990479
2668,trelaipark,Trelai Park parkrun,Trelai Park,,97,1,Trelai Park,51.478969,-3.232766
2669,faskallyforest,Faskally Forest parkrun,Faskally Forest,,97,1,Stranmillis University College,56.7118,-3.767296
2671,horspath,Horspath parkrun,Horspath,,97,1,Horspath Sports Ground & Athletic Track,51.737281,-1.188165
2672,bulwarnadwisla,parkrun Bulwar nad Wisłą,Bulwar nad Wisłą,,74,1,Bulwar nad Wisłą,50.01101,19.11971
2673,fili,parkrun Fili,Fili,parkrun Фили,79,1,Парк Фили,55.749508,37.49067
2674,mallowcastle,Mallow Castle parkrun,Mallow Castle,,42,1,Mallow Castle,52.134517,-8.637864
2677,badhusparken,Badhusparken parkrun,Badhusparken,,88,1,Badhusparken,63.179394,14.630701
2678,dietenbach,Dietenbach parkrun,Dietenbach,,32,1,Dietenbachpark,47.999723,7.805913
2679,kwanele,Kwanele parkrun,Kwanele,,85,1,Kwanele Park,-26.377953,28.148387
2680,greenfieldvalley,Greenfield Valley parkrun,Greenfield Valley,,97,1,Greenfield Valley,53.275044,-3.220992
2681,lamandria,La Mandria parkrun,La Mandria,,44,1,Parco La Mandria,45.146886,7.598193
2682,whanganuiriverbank,Whanganui Riverbank parkrun,Whanganui Riverbank,,65,1,Whanganui Riverbank,-39.946268,175.041195
2683,mytishchicentralpark,parkrun Mytishchi Central Park,Mytishchi Central Park,parkrun Мытищи Центральный парк,79,1, Мытищи Центральный парк,55.910175,37.740903
2684,zuiderpark,Zuiderpark parkrun,Zuiderpark,,64,1,,52.057393,4.290593
2685,ourpark,Our Park parkrun,Our Park,,3,1,Our Park,-42.559297,147.876873
2686,katereed,Kate Reed parkrun,Kate Reed,,3,1,Kate Reed Recreation Area,-41.47567,147.138035
2687,danehypark,Danehy Park parkrun,Danehy Park,,98,1,Danehy Park,42.389507,-71.137528
2688,canyonrimtrail,Canyon Rim Trail parkrun,Canyon Rim Trail,,98,1,Canyon Rim Trail,42.598602,-114.454267
2689,kariyashisogoundokoen,Kariyashi sogoundo koen parkrun,Kariyashi sogoundo koen,刈谷市総合運動公園parkrun,46,1,,35.017777,137.008374
2690,churchmead,Church Mead parkrun,Church Mead,,97,1,Church Mead,51.667191,-0.614472
2691,edgbastonreservoir,Edgbaston Reservoir parkrun,Edgbaston Reservoir,,97,1,Edgbaston Reservoir,52.476722,-1.936437
2692,maykopgorodskoypark,parkrun Maykop Gorodskoy Park,Maykop Gorodskoy Park,parkrun Майкоп Городской парк,79,1,Майкоп Городской парк,44.599513,40.10295
2693,komsomolsky,parkrun Komsomolsky,Komsomolsky,parkrun Комсомольский,79,1, Комсомольский парк,55.342561,86.128125
2694,tedscobieoval,Ted Scobie Oval parkrun,Ted Scobie Oval,,3,1,Ted Scobie Oval,-34.273904,146.074443
2696,weaverscountryestate,Weavers Country Estate parkrun,Weavers Country Estate,,85,1,Weavers Country Estate,-27.331118,30.167911
2697,stmaryscampus-juniors,St Mary’s Campus junior parkrun,St Mary’s Campus juniors,,42,2,St Mary’s Health Campus,51.90537,-8.500633
2698,schoterbos,Schoterbos parkrun,Schoterbos,,64,1,,52.411781,4.644821
2699,pioneerdairy,Pioneer Dairy parkrun,Pioneer Dairy,,3,1,Pioneer Dairy,-33.29805,151.427968
2700,maborikaiganyuhodo,Maborikaigan yuhodo parkrun,Maborikaigan yuhodo,馬堀海岸遊歩道 parkrun,46,1,,35.263762,139.712655
2701,tsujidokaihinkoen,Tsujido kaihin koen parkrun,Tsujido kaihin koen,辻堂海浜公園parkrun,46,1,,35.320992,139.449448
2702,sonsbeek,Sonsbeek parkrun,Sonsbeek,,64,1,,51.99136,5.899337
2703,budemarshes-juniors,Bude Marshes junior parkrun,Bude Marshes juniors,,97,2,Bude Marshes,50.826507,-4.546463
2704,fairparkreserve,Fairpark Reserve parkrun,Fairpark Reserve,,3,1,Fairpark Reserve,-37.867985,145.264418
2705,parkmodrzewie,parkrun Park Modrzewie,Park Modrzewie,,74,1,Park Modrzewie,54.18425,19.392936
2706,eynesburyheritagetrail-juniors,Eynesbury Heritage Trail junior parkrun,Eynesbury Heritage Trail juniors,,3,2,Eynesbury Heritage Trail,-37.787396,144.564012
2707,casulaparklands,Casula Parklands parkrun,Casula Parklands,,3,1,Casula Parklands,-33.948703,150.91369
2708,naberezhnayarekivelikoy,parkrun Naberezhnaya Reki Velikoy,Naberezhnaya Reki Velikoy,parkrun Набережная Реки Великой,79,1,набережная Реки Великой,57.816183,28.33026
2709,centenary,Centenary parkrun,Centenary,,3,1,Centenary Park,-22.81841,147.642912
2711,achillgreenway,Achill Greenway parkrun,Achill Greenway,,42,1,Achill Greenway,53.935862,-9.915749
2712,momoiharappakoen,Momoi harappa koen parkrun,Momoi harappa koen,桃井原っぱ公園parkrun,46,1,,35.713523,139.607963
2714,carlislepark,Carlisle Park parkrun,Carlisle Park,,97,1,Carlisle Park,55.165172,-1.691159
2716,warmemorialpark-juniors,War Memorial Park junior parkrun,War Memorial Park juniors,,97,2,War Memorial Park,52.39198,-1.523984
