Date	Australian Capital Territory|parkrunning	Australian Capital Territory|junior parkrunning	Australian Capital Territory|5k Cancellations	Australian Capital Territory|junior Cancellations	Australian Capital Territory|Total	New South Wales|parkrunning	New South Wales|junior parkrunning	New South Wales|5k Cancellations	New South Wales|junior Cancellations	New South Wales|Total	Northern Territory|parkrunning	Northern Territory|junior parkrunning	Northern Territory|5k Cancellations	Northern Territory|junior Cancellations	Northern Territory|Total	Queensland|parkrunning	Queensland|junior parkrunning	Queensland|5k Cancellations	Queensland|junior Cancellations	Queensland|Total	South Australia|parkrunning	South Australia|junior parkrunning	South Australia|5k Cancellations	South Australia|junior Cancellations	South Australia|Total	Tasmania|parkrunning	Tasmania|junior parkrunning	Tasmania|5k Cancellations	Tasmania|junior Cancellations	Tasmania|Total	Victoria|parkrunning	Victoria|junior parkrunning	Victoria|5k Cancellations	Victoria|junior Cancellations	Victoria|Total	Western Australia|parkrunning	Western Australia|junior parkrunning	Western Australia|5k Cancellations	Western Australia|junior Cancellations	Western Australia|Total	Total|parkrunning	Total|junior parkrunning	Total|5k Cancellations	Total|junior Cancellations	Total|Total
2021-08-23 08:49:46.169697			7		7	100		1		101	3				3	109	2		1	112	38	1			39	17				17	91	2	1		94	42				42	400	5	9	1	415
